,Unnamed: 0,index,article,simpSent,standSent,typeOfMatch,predicted
2176,2176,4352,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
2177,2177,4354,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
2178,2178,4356,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
2179,2179,4358,Alchemy,"Alcohol , carboy , elixir , and athanor are examples .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
2180,2180,4360,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
2181,2181,4362,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .",It is the study of transmutation .,0.0,0
2182,2182,4364,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .",It was first studied to learn how to change lead into gold .,0.0,0
2183,2183,4366,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .","It is similar to chemistry , but much older .",0.0,0
2184,2184,4368,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .",People who studied alchemy were called alchemists .,0.0,0
2185,2185,4370,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
2186,2186,4372,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
2187,2187,4374,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
2188,2188,4376,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
2189,2189,4378,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
2190,2190,4380,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
2191,2191,4382,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
2192,2192,4384,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .",Alchemy is not a science any more .,0.0,0
2193,2193,4386,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
2194,2194,4388,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
2195,2195,4390,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
2196,2196,4392,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
2197,2197,4394,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
2198,2198,4396,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
2199,2199,4398,Alchemy,"Meanwhile , theologian contemporaries of the translators made strides towards the reconciliation of faith and experimental rationalism , thereby priming Europe for the influx of alchemical thought .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
2200,2200,4400,Alchemy,Saint Anselm ( 1033-1109 ) put forth the opinion that faith and rationalism were compatible and encouraged rationalism in a Christian context .,"Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
2201,2201,4402,Alchemy,Saint Anselm ( 1033-1109 ) put forth the opinion that faith and rationalism were compatible and encouraged rationalism in a Christian context .,It is the study of transmutation .,0.0,0
2202,2202,4404,Alchemy,Saint Anselm ( 1033-1109 ) put forth the opinion that faith and rationalism were compatible and encouraged rationalism in a Christian context .,It was first studied to learn how to change lead into gold .,0.0,0
2203,2203,4406,Alchemy,Saint Anselm ( 1033-1109 ) put forth the opinion that faith and rationalism were compatible and encouraged rationalism in a Christian context .,"It is similar to chemistry , but much older .",0.0,0
