,index,article,simpSent,standSent,typeOfMatch
3181,6362,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .",It is the study of transmutation .,0.0
3182,6364,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .",It was first studied to learn how to change lead into gold .,0.0
3183,6366,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .","It is similar to chemistry , but much older .",0.0
3184,6368,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .",People who studied alchemy were called alchemists .,0.0
3185,6370,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0
3186,6372,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0
3187,6374,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0
3188,6376,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0
3189,6378,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0
3190,6380,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0
3191,6382,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
3192,6384,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .",Alchemy is not a science any more .,0.0
3193,6386,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
3194,6388,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
3195,6390,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
3196,6392,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
3197,6394,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
3198,6396,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
3199,6398,Alchemy,"However , it is important to emphasize that the terms `` chemia '' and `` alchemia '' were used as synonyms in the Renaissance , and the differences between alchemy , chemistry and small-scale assaying and metallurgy were not as neat as in the present day .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
