,article,simpSent,StandSent,typeOfMatch,standSent
823,Armed_Forces_of_the_Russian_Federation,The commander-in-chief of the armed forces is the president of Russia .,,0,"The Armed Forces has 6 branches : Russian Air Force , Russian Ground Forces , Russian Navy , Strategic Missile Troops , Russian Space Troops and the Russian Airborne Troops ."
824,Armed_Forces_of_the_Russian_Federation,The commander-in-chief of the armed forces is the president of Russia .,,1,The current Commander-In-Chief is President Dmitry Medvedev .
825,Armed_Forces_of_the_Russian_Federation,The commander-in-chief of the armed forces is the president of Russia .,,0,"When the Soviet Union broke up , Russia was left with nothing ."
826,Armed_Forces_of_the_Russian_Federation,The number of military units is to be reduced in accordance with the table : An essential part of the military reform is its down-sizing .,,0,Russians can join at the age of 18 to 27 years old .
827,Armed_Forces_of_the_Russian_Federation,"By the beginning of the reform , there were about 1,200,000 active personnel in the Russian army .",,0,"The Armed Forces of the Russian Federation is the armed forces of Russia , created after the breakup of the Soviet Union ."
828,Armed_Forces_of_the_Russian_Federation,"By the beginning of the reform , there were about 1,200,000 active personnel in the Russian army .",,1,"The Armed Forces is known to be one of the biggest in the world with about 1,200,000 troops active ."
829,Armed_Forces_of_the_Russian_Federation,"By the beginning of the reform , there were about 1,200,000 active personnel in the Russian army .",,0,Russia also makes its own weapons .
830,Armed_Forces_of_the_Russian_Federation,Eligible age is 18 to 27 years old .,,0,"As of 2008 , 480,000 men joined the Armed Forces of the Russian Federation ."
831,Armed_Forces_of_the_Russian_Federation,Eligible age is 18 to 27 years old .,,0,The term is usually a year .
832,Armed_Forces_of_the_Russian_Federation,Eligible age is 18 to 27 years old .,,1,Russians can join at the age of 18 to 27 years old .
833,Armed_Forces_of_the_Russian_Federation,"Deferments are provided to undergraduate and graduate students , men solely supporting disabled relatives , parents of at least two children and - upon Presidential proclamation - to some employees of military-oriented enterprises .",,0,"The Armed Forces of the Russian Federation is the armed forces of Russia , created after the breakup of the Soviet Union ."
834,Armed_Forces_of_the_Russian_Federation,"Approximately 1,100 archivists were certified by ACA , as of 30 June 2011 .",,0,"Archivists must also select records valuable enough to justify the costs of storage and preservation , plus the labor intensive expenses of arrangement , description , and reference service ."
835,Armed_Forces_of_the_Russian_Federation,"Approximately 1,100 archivists were certified by ACA , as of 30 June 2011 .",,0,The theory and scholarly work underpinning archives practices is called archival science .
836,Armed_Forces_of_the_Russian_Federation,"Voruzhonnije Síly Rossíyskoj Federátsii ) are the military services of Russia , established after the dissolution of the Soviet Union .",,1,"The Armed Forces of the Russian Federation is the armed forces of Russia , created after the breakup of the Soviet Union ."
837,Armed_Forces_of_the_Russian_Federation,"Voruzhonnije Síly Rossíyskoj Federátsii ) are the military services of Russia , established after the dissolution of the Soviet Union .",,0,"The Armed Forces is known to be one of the biggest in the world with about 1,200,000 troops active ."
838,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Yeltsin appointed himself as the new Russian minister of defense , marking a crucial step in the creation of the new Armed Forces .",,0,"When the Soviet Union broke up , Russia was left with nothing ."
839,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Yeltsin appointed himself as the new Russian minister of defense , marking a crucial step in the creation of the new Armed Forces .",,0,"The country 's president Boris Yeltsin , had to fix Russia and put in a military ."
840,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Yeltsin appointed himself as the new Russian minister of defense , marking a crucial step in the creation of the new Armed Forces .",,1,"So , Yeltsin appointed himself the Russian minister of defense ."
841,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Yeltsin appointed himself as the new Russian minister of defense , marking a crucial step in the creation of the new Armed Forces .",,0,"Eventually , CIS helped Russia get it 's defense into shape ."
842,Armed_Forces_of_the_Russian_Federation,"As the Soviet Union officially dissolved on December 31 , 1991 , the Soviet military was left in limbo .",,0,"The Armed Forces has 6 branches : Russian Air Force , Russian Ground Forces , Russian Navy , Strategic Missile Troops , Russian Space Troops and the Russian Airborne Troops ."
843,Armed_Forces_of_the_Russian_Federation,"As the Soviet Union officially dissolved on December 31 , 1991 , the Soviet military was left in limbo .",,0,The current Commander-In-Chief is President Dmitry Medvedev .
844,Armed_Forces_of_the_Russian_Federation,"As the Soviet Union officially dissolved on December 31 , 1991 , the Soviet military was left in limbo .",,1,"When the Soviet Union broke up , Russia was left with nothing ."
845,Armed_Forces_of_the_Russian_Federation,"As the Soviet Union officially dissolved on December 31 , 1991 , the Soviet military was left in limbo .",,0,"The country 's president Boris Yeltsin , had to fix Russia and put in a military ."
846,Armed_Forces_of_the_Russian_Federation,"On 1 January 2008 , a quota of 2,019,629 units , including the military 1,134,800 units , was set .",,0,Russians can join at the age of 18 to 27 years old .
847,Armed_Forces_of_the_Russian_Federation,"In 2010 the International Institute for Strategic Studies ( IISS ) estimated that the Russian armed forces numbered about 1,027,000 active troops and in the region of 20,000,000 reserves , ( largely ex-conscripts ) but a significant military reform is underway which will cut the number of active troops .",,0,"The Armed Forces of the Russian Federation is the armed forces of Russia , created after the breakup of the Soviet Union ."
848,Armed_Forces_of_the_Russian_Federation,"In 2010 the International Institute for Strategic Studies ( IISS ) estimated that the Russian armed forces numbered about 1,027,000 active troops and in the region of 20,000,000 reserves , ( largely ex-conscripts ) but a significant military reform is underway which will cut the number of active troops .",,1,"The Armed Forces is known to be one of the biggest in the world with about 1,200,000 troops active ."
849,Armed_Forces_of_the_Russian_Federation,"In 2010 the International Institute for Strategic Studies ( IISS ) estimated that the Russian armed forces numbered about 1,027,000 active troops and in the region of 20,000,000 reserves , ( largely ex-conscripts ) but a significant military reform is underway which will cut the number of active troops .",,0,Russia also makes its own weapons .
850,Armed_Forces_of_the_Russian_Federation,"There are also three independent arms of service : Strategic Missile Troops , Military Space Forces , and the Russian Airborne Troops .",,0,"The Armed Forces is known to be one of the biggest in the world with about 1,200,000 troops active ."
851,Armed_Forces_of_the_Russian_Federation,"There are also three independent arms of service : Strategic Missile Troops , Military Space Forces , and the Russian Airborne Troops .",,0,Russia also makes its own weapons .
852,Armed_Forces_of_the_Russian_Federation,"There are also three independent arms of service : Strategic Missile Troops , Military Space Forces , and the Russian Airborne Troops .",,1,"The Armed Forces has 6 branches : Russian Air Force , Russian Ground Forces , Russian Navy , Strategic Missile Troops , Russian Space Troops and the Russian Airborne Troops ."
853,Armed_Forces_of_the_Russian_Federation,"There are also three independent arms of service : Strategic Missile Troops , Military Space Forces , and the Russian Airborne Troops .",,0,The current Commander-In-Chief is President Dmitry Medvedev .
854,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Boris Yeltsin signed a decree establishing the Russian Ministry of Defense and placing all Soviet Armed Forces troops on the territory of the RSFSR under Russian control .",,0,The current Commander-In-Chief is President Dmitry Medvedev .
855,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Boris Yeltsin signed a decree establishing the Russian Ministry of Defense and placing all Soviet Armed Forces troops on the territory of the RSFSR under Russian control .",,0,"When the Soviet Union broke up , Russia was left with nothing ."
856,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Boris Yeltsin signed a decree establishing the Russian Ministry of Defense and placing all Soviet Armed Forces troops on the territory of the RSFSR under Russian control .",,1,"The country 's president Boris Yeltsin , had to fix Russia and put in a military ."
857,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Boris Yeltsin signed a decree establishing the Russian Ministry of Defense and placing all Soviet Armed Forces troops on the territory of the RSFSR under Russian control .",,1,"So , Yeltsin appointed himself the Russian minister of defense ."
861,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Boris Yeltsin signed a decree establishing the Russian Ministry of Defense and placing all Soviet Armed Forces troops on the territory of the RSFSR under Russian control .",,0,"Eventually , CIS helped Russia get it 's defense into shape ."
